SampleID	BibB1	Band	Year	Capture	Treatment	CRHn87	CRHn86	CRHn85	CRHn84	CRHn83	CRHn82	CRHn81	CRHn80	CRHn79	CRHn78	CRHn77	CRHn76	FKBP103	FKBP104	FKBP105	FKBP106	FKBP107	FKBP108	FKBP109	FKBP110	FKBP111	FKBP112	FKBP113	CRHR107	CRHR108	CRHR109	CRHR110	CRHR111	CRHR112	CRHR113	CRHR114	CRHR115	CRHR116	CRHR117	CRHR118	CRHR119	CRHR120	CRHR121	CRHR122	CRHR123	CRHR124	CRHR125	GRn18	GRn17	GRn16	GRn15	GRn14	GRn13	GRn12	GRn11	GRn10	GRn9	GRn8	GRn7	GRn6	GRn5
170702	38.58	212110275	2017	3	Control	13.2	21.9	4.1	19.0	17.1	28.1	14.6	16.5	30.2	14.0	16.8	22.5	63.34	80.63	61.19	59.9	79.34	54.86	71	63.45	57.08			2.78	5.06	9.58	9.99	3.3	3.48	2.09	9.23	4.41	5.2	10.06	4.29	11.02	7.89	15.18	7.76	7.93	3.74	5.41	32.83	34.43	1.69	4.28	0.37	26.79	14.88	9.7	45.65	37.67	25.58	32.57	68.99	26.48
170703	26.7	272106710	2017	3	Control	12.0	21.5	0.0	21.0	16.5	26.5	13.5	15.2	29.4	13.9	14.1	18.9	65.71	85.09	68.08	74.71	82.76	85.24	79.69	72.49	68.03			2.82	5.23	10.08	11.2	3.65	3.63	1.75	10.05	4.44	5.39	11.91	4.32	10.27	7.53	16.31	6.49	12.49	4.29	6.88						49.84	26.81	19.94	57.39	47.65	31.73	35.57	74.8	32.92
170754	37.49	232146950	2017	3	Dulled	13.3	24.4	3.9	24.1	24.3	30.4	17.2	18.8	32.6	17.0	21.2	28.3	58.3	76.56	52.36	49.04	64.82	51.99	55.25	48.74	34.03	32.9	27.98	1.99	5.28	9.63	11.73	3.7	3.71	2.58	8.58	7.65	3.63	11.09	4.15	8.24	6.45	13.89	9.18	13.13	6.09	9.83	39.62	57.05	30.28	12.03	3.87	55.28	29.16	23.93	64.57	54.89	42.29	39.38	78.42	35.5
170802	34	272106613	2017	3	Control	15.1	21.2	0.0	21.2	17.6	29.5	14.9	15.3	30.9	14.1	14.3	19.5	61.38	81.51	54.73	69.99	79.72	62.4	73	66.01	60.65	62.34	60.94	4.72	9	20.07	21.72	7.54	6.02	3.66	19.55	10.83	8.85	20.86	8.98	18.13	16.76	28.28	15	17.57	9.44	12.97	56.03	56.01	10.72	9.26	3.36	50.47	26.64	22.61	67.12	50.44	37.72	75.91	72.95	33.36
170804	45.68	272107757	2017	3	Control	15.2	23.2	5.3	16.9	13.7	29.9	13.6	13.7	29.5	15.3	16.2	21.5	55.27	80.63	53.47	61.48	74.77	63.39	64.69	60.35	49.49	50.95	48.48															13	7.54	7.66	4.47	0						23.1	15.69	11.09	45.82	38.62	26.54	33.75	65.86	26.56
170805	40.98	240150273	2017	3	Control	21.1	32.7	10.3	29.9	22.0	45.4	32.3	24.2	38.3	24.8	31.3	38.9	65.61	83.51	63.45	65.07	79.34	80.44	74.78	59.54	61.56	64.89	62.21	3.82	9.03	13.67	10.87	6.82	6.54	0	8.13	10.72	5.12	12.2	0	9.07	10.47	18.36	9.51	11.37	7.41	11.01	51.37	53.12	2.62	8.73	2.06	43.12	20.99	17.62	59.19	48.13	34.69	39.36	73.73	23.27
170806	47.48	272107758	2017	3	Control	11.2	19.2	3.7	17.8	14.3	26.2	12.8	12.4	23.8	10.6	13.7	18.7	37.05	55.88	28.98	32.95	53.61	46.39	59.65	46.79	40.3	45.88	45.21	0	5.39	9.87	12.16	3.97	0	0	9.76	0	5.2	8.68	0	10.73	0	14.43	7.35	8.55	5.12	6.23	35.32	54.84	25.02	10.94	2.52	43.18	21.57	17.07	55.25	44.99	35.53	74.81	70.61	33.18
180126		272106913	2018	3	Dull_Predator	13.7	26.9	8.4	24.3	22.7	36.3	16.7	17.9	32.7	15.7	17.3	26.0	43.77	64.88	38.81	36.62	51.88	39.55	44.04	35.22	29.37	33.45	34.32	5.19	11.84	27.3	27.92	11.77	8.36	5.84	24.28	14.34	13.37	25.16	13.16	28.42	19.46	31.09	16.29	19.29	10.52	17.45	46.34	44.33	5.99	4.95	1.77	40.56	23.43	14.08	54.87	39.01	30.83	35.24	73.79	29.64
180127		272107699	2018	3	Control_Stress	12.6	22.4	4.0	18.1	17.7	31.7	16.8	18.4	35.3	15.4	16.3	20.5	54.32	80.17	48.13	59.73	78.28	60.15	68.54	60.61	51.31	52.95	48.75															10.9	0	11.29	6.21	0	45.27	43.4	10.63	0	0	34.18	21.41	13.04	56.84	51.54	37.02	40.04	77.39	44.91
180129		156181156	2018	3	Dull_Control	10.1	18.2	6.6	14.2	15.1	21.5	12.5	14.4	20.2	12.5	15.1	17.1	57.65	73.07	52.73	45.13	65.13	59.94	70.71	54.12	46.21	55.67	52.78	2.42	8.82	14.35	20.28	5.71	4.65	2.74	18.37	6.72	6.79	16.74	5.5	15.65	12.38	22.67	13.56	15.02	8.25	11.96	56.53	54.14	2.43	7.02	1.78	49.38	35.56	25.56	64.12	50.84	38.23	74.16	75.27	37.75
180197		272107794	2018	3	Control_Control	12.8	17.3	3.3	17.2	14.9	25.8	9.0	13.5	26.9	9.9	13.1	20.4	63.2	74.51	59.7	53.55	74.68	61.16	69.11	57.85	53.76	57.3	48.05																				49.52	47.53	5.74	6.94	0	47.76	23.31	15.74	57.93	48.24	41.65	33.02	74.05	32.69
180199		272107596	2018	1	Dull_Control													68.18	84.2	63.92	71.03	84.53	70.97	73.02	65.88	63.91	64.07	55.23															25.82	13.42	16.43	9.82	13.79	37.47	52.96	27.39	11.25	3.37	47.81	22.51	19.36	58.7	46.26	39.57	70.21	70.34	33.25
180200		272106795	2018	2	Dull_Stress	12.0	19.8	2.9	16.4	13.9	24.0	11.3	13.5	25.6	10.1	12.7	19.5	54.48	73.78	51.11	44.9	65.79	55.68	36.32	53.75	47.04	49.48	49.97	0	5.66	11.33	15.12	0	0	0	12.15	6.68	5.97	11.49	0	13.88	8.27	16.99	7.13	10.08	4.99	7.71	41.95	45.98	6.8	5.51	0	37.98	17.53	11.31	52.85	40.66	29.88	31.11	66.89	26.89
180236		272106823	2018	3	Dull_Stress	13.0	19.6	4.0	16.5	15.5	25.6	13.3	13.8	28.0	11.6	13.2	18.4	56.91	75.62	49.85	49.27	71.74	47.06	59.98	48.63	44.78			2.12	5.82	11.65	12.67	4.2	3.26	2.08	9.58	5.2	4.89	12.93	5.38	10.88	8.14	17.51	7.95	11.14	5.49	7.19	43.27	44.45	1.86	6.64	1.45	33.29	18.62	12.59	54.33	39.18	25.7	68.63	67.73	29.3
180237		272107698	2018	3	Dull_Stress	13.3	19.2	2.0	15.5	15.5	24.1	12.4	14.0	23.4	12.7	17.1	9.4	60.49	81.07	58.18	60.75	76.5	70.47	69.92	66.63	56.97	56.29	49.94	3.85	7.67	17.18	19.25	7.12	4.75	3.3	15.75	10.35	7.75	19.19	8.91	19.12	15.18	24.05	12.62	15.28	7.75	12.82	41.4	43.35	7.06	6.67	0.96	27.28	15.18	10.5	49.08	39.17	28.87	67.74	67.23	29.41
180238		272107779	2018	3	Dull_Control	16.7	20.3	6.1	22.1	17.1	28.6	14.0	16.8	29.4	15.4	16.2	21.7	49.41	73.81	51.04	48.32	72.52	59.47	59.68	54.41	47.71	50.03	45.91	0	5.58	13.73	15.49	3.97	4.94	0	11.54	5.46	5.15	14.97	5.58	15.35	10.49						37.46	44.22	13.39	6.29	0	45.37	16.04	12.62	55.13	43.42	39.27	30.74	65.89	24.41
180266		272106728	2018	3	Control_Control	12.1	21.9	6.7	19.4	18.9	29.3	17.6	14.4	30.1	12.9	14.9	19.8	56.44	80.17	63.33	59.61	74.52	51.4	59.49	54.4	42.76	44.08	34.54	3.49	9.53	17.42	18.62	4.43	5.15	2.85	15.72	8.22	7.91	18.66	8.54	16.65	15.44	21.79	11.85	17.5	9.18	13.33	50.42	54.32	12.18	5.41	3.04	52.79	26.47	23.85	61.19	54.21	44.81	76.42	72.33	43.14
180267		272107814	2018	2	Control_Stress	12.1	15.3	3.4	14.0	13.7	21.0	11.5	10.4	23.9	10.1	12.2	14.7	53.5	73.45	51.78	47.88	74.17	47.81	63.53	54.91	52.31	56.73	53.3	0	9.01	11.03	13.07	4.62	4.19	0	14.49	5.45	6.56	10.86	9.96	14.45	5.81	17.69	7	10.1	5.83	11.69	35.42	56.8	28.92	9.86	2.59	51.23	27.1	18.59	63.39	46.97	42.24	69.51	73.36	32.98
180330		272106696	2018	3	Control_Predator	11.0	21.6	3.4	15.4	16.4	22.2	14.6	14.6	26.0	12.6	15.3	20.5	56.78	80.19	55.37	60.02	83.49	63.29	69.78	58.92	57.28	58.44	60.09	2.68	5.79	12.79	12.12	4	3.48	0	9.78	5.84	5.36	10.06	6.03	12.7	9.62	17.08	9.57	10.74	4.5	7.23	45.08	50.02	6.29	6.64	1.22	36.91	21.61	17.14	58.75	47.58	34.54	2.98	71.19	36.39
180418		272106795	2018	3	Dull_Stress	11.5	15.4	0.0	16.3	15.0	22.6	11.2	13.5	25.3	10.7	11.2	17.1	45.29	66.3	45.91	40.38	68.49	47.29	36.78	53.66	49.06	51.57	45.85															17.04	0	10.33	9.11	0	40.44	45.95	7.46	0	0	42.46	18.14	12.18	53.73	43.81	34.3	34.62	69.5	29.32
180438		272107814	2018	3	Control_Stress	10.3	19.1	0.0	13.2	9.5	20.4	8.1	16.5	20.2	11.9	8.6	17.4	55.31	82.06	54	59.62	69.86	46.34	68.91	50.31	50.83	57.93	45.82	0	0	21.52	12.18	6.72	0	0	17.14	0	0	14.42	9.26	19.92	10.94	20.3	0	14.84	7.76	17.06	40.42	55.74	18.75	11.77	4.67	54.71	25.66	17.72	59.69	50.74	42.91	75.61	73.45	36.57
180482		272107596	2018	2	Dull_Control	7.4	12.7	0.0	16.8	11.7	19.2	0.0	9.5	19.4	11.7	0.0	10.6	68.52	85.03	66.39	69.88	80.67	77.31	76.77	69.61	64.32	64.01	58.38	0	6.71	19.69	22.27	8.29	6.85	0	16.51	10.03	9.07	17.66	8.49	20.08	12.08	25.68	13.97	18.3	8.35	14.02	36.86	54.88	23.76	9.9	0	43.93	22.77	19.76	56.99	51.25	42.11	71.22	68.72	28.5
180512		263113706	2018	1	Dull_Stress	9.1	23.4	0.0	19.2	19.6	29.5	14.7	15.5	27.9	16.1	15.0	16.4	54.44	62.92	44.42	45.16	50.91	43.19	44.72	34.79	32.19	29.15	26.39																				48.04	48	9.31	7.72	3.23	48.19	20.68	17.77	56.49	48.93	42.81	37.48	68.13	25.99
180515		272106733	2018	1	Control_Stress	11.1	20.8	0.0	15.8	14.8	26.0	11.5	13.8	25.5	12.7	13.0	21.3	34.88	51.7	28.28	28.4	43.21	31.4	37.97	31.68	23.84	25.18	24.14															11.17	0	8.52	5.07	0	44.82	48.35	7.03	6.26	1.53	36.64	19.77	15.29	53.85	45.08	35.03	32.62	67.32	23.35
180516		272107739	2018	1	Control_Predator	17.9	30.0	3.8	24.0	22.7	38.0	16.6	17.9	33.2	14.5	16.2	21.7	62.51	80.57	61.55	69.51	76.41	59.82	68.25	58.63	56.51	56.91	57.35	3.7	8.33	14.87	15.09	5.28	4.73	2.32	10.99	6.52	5.26	12.88	6.62	14.08	10.19	19.93	8.51	12.04	7.2	8.1	38.73	41.77	14.02	5.43	1.49	41.55	19	13.93	53.31	43.16	31.56	30.2	63.39	22.59
180517		272108041	2018	1	Dull_Control	15.3	25.1	4.4	22.3	21.1	31.1	16.8	16.1	29.5	14.5	14.9	20.9	68.54	86.53	67.91	73.15	86.01	78.29	75.48	69.84	61.46			2.32	7.1	8.4	10.34	3.74	4.92	2.2	8.72	5.89	5.41	10.99	4.62	9.67	6.7	14.19	7.13	8	3.76	5.3	50.98	52.57	7.94	4.09	2.53	45.72	25.29	16.93	56.68	45.21	31.9	33.79	65.77	26.16
180522		272107016	2018	1	Dull_Predator	17.5	27.4	7.6	28.6	22.1	35.9	17.6	20.4	33.3	18.3	16.5	23.9	74.69	89.8	72.8	83.46	92.71	87.47	85.73	77.05	77.73	79.43	69.54	5.62	13.31	21.53	23.1	9.25	7.29	2.42	19.25	11.56	8.97	20.95	9.08	21.1	13.05	25.51	12.56	16.37	8.73	12.7	37.24	42.7	14.67	5.47	1.4	42.01	18.4	14.37	54.75	43.71	35.07	0	64.86	25.81
180523		272106635	2018	1	Control_Control	11.9	24.3	0.0	20.9	17.8	26.9	14.3	16.3	29.9	15.1	15.9	19.8	70.47	88.26	71.57	77.14	90.4	87.53	81.71	76.78	77.96	74.03	69.48	2.8	1.87	8.97	13.38	4.65	3.1	0	12.35	5.94	6.28	10.91	5.32	12.89	9.88	18.18	10.57	9.67	5.35	7.26	47.29	50.49	19.73	8.75	2.82	46.6	21.46	15.55	59.01	48.23	40.72	62.51	68.16	28.45
180529		272106701	2018	2	Blood	16.4	23.2	3.7	19.2	15.6	26.7	14.3	13.8	27.0	10.8	14.3	17.0	72.11	83.98	68.57	66.48	83.66	75.87	78.07	67.48	66.23	69.73	65.23	0	8.73	17.55	19.64	5.62	0	0	14.28	7.6	6.89	13.4	6.34	15.4	8.47	17.2	10.68	11.83	7.77	9.15	36.63	43.48	7.42	4.52	0	31.09	14.34	12.67	50.07	43.95	34.59	34.57	67.51	24.24
180530		232173671	2018	2	Blood	15.4	18.5	1.5	18.6	13.4	21.5	13.5	16.2	24.4	10.8	19.6	17.6	54.89	69.15	44.18	41.58	62.8	49.94	59.89	43.13	42.18	40.84	39.35	2.79	3.35	15	18.21	4.28	3.38	0	14.07	7.11	6.04	14.93	7.7	13.91	7.56	22.8	16.28	11.67	7.8	10.35	39.52	46.24	12.53	5.62	1.02	48.05	23.29	18.87	58.28	50.04	41.58	37.55	68.17	27.2
180531		272107749	2018	1	Dull_Stress	12.3	22.9	6.8	17.5	13.3	27.3	15.7	15.7	29.8	16.2	18.0	28.6	60.59	70.82	51.53	47.81	61.08	55.39	54.2	44.64	42.85	46.43	45.42	1.64	5.53	10.35	13.54	4.88	3.55	0	11.22	5.99	5	11.51	4.62	11.41	9.57	11.9	8.69	10.85	5.16	6.69	47.84	48.2	5.54	0	0	42.3	17.72	13.67	50.85	46.24	40.42	31.19	67.43	42.44
180532		272107801	2018	1	Control_Predator	16.3	34.5	10.8	27.1	24.1	40.9	21.2	27.5	40.8	24.2	21.2	32.9	68.95	88.6	67.44	80.23	91.13	76.22	78.62	72.9	70.2	76.55	68.7	5.08	12.31	24.48	24.74	7.68	8.76	0	20.13	11	10.27	20.72	12.99	25.5	21.28	29.02	16.54	17.59	10.04	8.59	40.94	41.39	7.21	3.5	0	26.56	13.46	8.71	42.52	33.99	23.49	60.69	59.86	22.96
180533		272107802	2018	1	Dull_Stress	9.5	16.6	0.0	16.4	10.4	23.8	10.2	11.3	22.5	8.2	7.1	11.7	68.91	81.79	64.87	68.09	82.57	75.94	75.01	69	58.54	64.14	64.26																				47.15	46.06	4.81	0	0	40.47	16.17	13.37	53.72	45.65	40.76	31.96	67.23	26.69
180538		240150241	2018	2	Blood	13.6	33.8	10.2	26.4	26.2	42.3	19.5	24.5	38.7	19.4	20.8	33.8	83.29	87.02	75.91	80.02	86.2	72.94	71.14	61.83	63.65	60.83	55.2	4.72	12.6	17.07	22.48	6.07	0	0	16.33	8.22	7.59	18.95	10.08	20.13	12	23.74	14.5	13.04	9.05	14.17	56.28	59.01	13.64	10.25	3.42	60.6	32.22	25.6	62.76	53.43	38.31	38.76	75.95	40.64
180539		262125480	2018	2	Blood	15.1	29.0	0.0	25.9	23.0	33.6	17.3	22.9	37.0	15.7	11.9	23.2	42.95	58.37	32.95	28.64	44.59	36.02	41.99	30.64	22.86	21.96	23.77	0	9.36	10.44	12.61	4.09	5.35	0	9.64	6.68	6.1	13.2	6.84	16.03	10.55	17.72	9.43	8.46	6.94	0	45.13	51.64	20.59	6.79	0	52.47	23.73	18.13	63.69	50.96	45.36	0	78.11	39.48
180540		272106906	2018	1	Dull_Control	13.9	24.9	2.8	20.6	20.5	34.9	17.4	15.7	28.4	14.2	15.6	22.9	60.38	77.55	55.52	57.33	76.78	59.43	74.26	71.17	58.89	63.34	51.79	0	2.2	13	14.66	4.03	4.98	0	10.3	6.87	5.22	13.15	0	13.72	13.61	22.54	10.24	11.29	5.2	9.47	39.37	45.73	6.33	7.11	1.86	43.94	18.1	15.18	52.55	51.39	40.95	61.9	66.83	27.75
180541		272107806	2018	1	Control_Control	20.4	31.1	9.5	26.3	25.4	40.4	19.0	25.3	40.1	20.6	19.5	33.2	77.22	90.65	76.81	88.85	87.77	71.14	83.13	76.41	76.34	75.98	73	3.51	1.28	14.22	14.8	4.07	3.05	0	11.03	4.99	6.13	14.02	5.12	14.1	8.45	21.43	8.45	10.72	5.63	8.05	39.1	46.36	17.42	5.9	2.05	41.96	17.36	13.67	50.11	42.79	36.7	28.59	65.31	24.39
180542		272106904	2018	1	Dull_Predator	9.9	19.1	4.1	18.4	15.4	25.3	13.7	14.3	26.7	12.7	14.1	18.8	61.52	80.34	62.13	60.17	77.4	67.36	69.62	59.04	53.15	52.9	49.08	2.27	4.89	8.1	9.25	3.04	2.49	1.42	7.33	3.07	3.8	8.46	3.84	7.83	5.35	10.14	5.49	8.13	3.66	5.49						42.19	25.89	19.01	59.45	43.59	29.66	68.29	67.73	29.47
180543		272106907	2018	1	Control_Predator	12.8	20.9	8.6	18.4	20.4	29.2	14.3	15.0	26.5	14.0	14.2	19.5	77.02	88.1	73	80.71	87.61	77.35	77.01	69.54	65.25	68.49	65.9	2.18	3.95	7.01	9.84	2.56	2.7	1.69	7.28	3.83	2.62	7.47	3.87	8.14	7.62	12.43	7.16	7.78	4.37	5.84	32.08	47.11	11.12	6.47	1.99	39.92	19.04	14.4	49.07	41.64	30.48	62.29	56.88	22.33
180546		272107805	2018	1	Dull_Control	12.3	19.5	0.0	19.2	17.3	26.8	15.4	17.0	26.1	14.9	17.0	21.6	61.08	71.89	52.44	50.81	70.46	58.36	62.53	51.26	46.52	47.12	44.46	3.05	8.26	9.48	12.55	3.88	0	0	8	4.22	4.22	9.55	6.88	10.66	8.84	12.29	7.83	11.31	5.64	0	30.49	47.29	21.01	7.38	2.34	47.74	18.29	11.02	45.98	25.47	11.49	32.95	60.27	24.55
180547		272106901	2018	1	Control_Stress													61.53	82.73	61.33	71.12	82.41	74.57	78.93	66.64	62.71	67.23	67.27	0	2.09	9.4	14.33	4.58	0	0	11.16	6.37	5.33	14.12	6.54	14.5	10.3	18.69	9.12	12.79	5.95	10.57						40.6	16.29	11.94	42.46	41.78	36.78	26.84	63.73	22.93
180548		272106905	2018	1	Dull_Predator	10.2	18.7	3.3	15.8	12.6	22.4	11.5	11.8	24.1	11.5	16.0	21.3	62.7	79.03	58.51	58.3	76.04	70	70.45	63.16	54.53	59.55	57.82	2.08	6.38	10.47	11.41	3.78	3.44	1.6	8.5	4.07	4.13	10.36	3.98	11.14	7.49	14.84	7.06	9.45	4.09	6.31	43.25	44.4	8.31	3.93	2.16	45.89	23.87	18.01	57.93	52.78	44.5	2.01	75.06	36.68
180549		272106902	2018	1	Dull_Control	12.1	19.4	0.0	17.2	14.8	25.0	10.7	14.1	28.7	13.8	17.1	24.9	58.45	80.44	54.27	61.05	81.89	70.09	76.84	64.75	62.87	66.51	63.61	0	8.69	13.18	17.83	6.03	0	0	18.03	0	6.97	15.83	9.48	21	15.27	25.05	13.12	16.84	7.67	12.15	25.73	45.59	19.31	7	0	43.77	20.88	14.17	53.47	43.8	34.69	60.41	64.59	25.14
180550		272106903	2018	1	Dull_Stress	10.3	20.3	4.3	13.7	12.9	25.0	10.7	11.3	24.2	10.2	11.5	14.9	65.41	80.56	60.68	67.22	82	62.9	66.12	56.61	47.68	50.38	50.14	0	5.82	10.08	10.52	4.59	5.33	0	0	0	4.65	8.85	0	11.55	8.62	12.88	0	8.83	4.65	8.36						45.44	19.27	16.14	41.7	46.8	37.1	29.17	69.53	27
180551		272107803	2018	1	Control_Control	12.7	19.1	6.9	15.1	15.6	25.4	12.8	13.7	25.8	11.0	11.8	17.1	54.84	76.59	52.04	51.85	78.76	63.8	77.97	62.44	62.53	68.45	62.02	4.53	8.32	23.96	22.61	8.01	6.41	0	18.53	10.56	8.25	18.83	8.06	20.65	14.3	24.9	12.38	15.76	9.17	13.92	45.95	50.84	19.81	4.79	0	31.82	15.4	10.93	46.32	37.03	30.64	68.72	69.07	31.18
180552		232146953	2018	1	Dull_Control	18.2	29.5	8.9	24.8	24.3	38.4	20.7	21.5	37.2	19.0	17.7	26.8	69.82	88.01	71.77	75.77	84.9	79.39	80.19	71.96	64.17	69.89	68.69	3.39	10.29	14.47	15.62	6.5	3.91	2.8	13.06	7.21	6.44	17.12	7.28	15.29	11.56	23.5	10.45	14.8	8.13	11.56	51.89	52.04	2.03	3.72	2.12	42.2	23.68	17.8	57.26	46.01	35.08	76.44	72.4	34.16
180554		240134898	2018	1	Control_Stress	15.8	19.7	6.7	20.0	17.3	28.9	15.0	13.7	27.7	10.1	14.7	23.1	59.93	71.91	53.37	47.71	69.97	57.32	64.71	51.44	48.28	59.6	54.56															22.34	9.1	12.05	9.46	11.81						49.4	25.51	22.93	60.91	50.31	38.73	0	67.09	26.37
180559		263114087	2018	2	Blood	9.5	19.4	7.2	18.9	17.9	27.3	14.9	12.8	28.6	12.2	14.6	19.1	75.37	86.42	69.51	76.8	86.06	80.7	77.07	68.42	65	61.08	63.91	10.86	17.23	28.08	28.21	12.49	8.66	5.44	21.78	16.09	12.78	28.91	11.45	26.66	17.69	29.58	14.76	19.2	10.46	15.59	50.61	53.14	10.46	5.33	2.03	40.56	20.96	18.62	58.86	43.25	33.82	36.71	68.52	34.86
180560		272107785	2018	2	Blood	15.3	23.6	4.5	21.6	20.1	29.9	17.0	19.6	33.0	16.7	19.5	28.2	64.05	81.79	62.53	60.03	76.09	54.46	66.77	52.72	47.32	50.24	47.24	3.48	7.58	11.77	11.57	3.64	2.91	1.82	9.64	4.16	3.92	10.53	4.95	10.29	4.62	12.94	5.02	9.65	4.66	7.71	42.37	42.09	7.24	4.44	1.1	37.15	22.21	16.59	52.83	40.28	30.15	33.11	72.86	34.78
180561		212110275	2018	2	Blood	14.1	20.6	4.4	22.2	18.9	28.8	16.4	16.8	29.5	15.3	17.7	24.9	66.34	81.62	62.99	70.27	80.31	58.13	73.88	63.19	56.84	60.72	59.79	1.96	4.76	7.12	11.44	3.21	3.04	1.97	9.47	4.06	4.62	11.38	4.95	9.33	7.7	13.78	8.27	11.43	5.37	7.13						31.89	20.38	15.22	55.68	42.71	25.23	35.23	71.15	33.94
180562		212110280	2018	2	Blood	11.2	24.7	10.0	21.1	20.7	34.6	17.4	19.0	31.0	14.2	17.1	23.0	71.92	80.74	62.71	60.95	75.81	55.47	61.58	52.46	44.95	47.94	47.38	2.1	1.58	11.66	12.72	4.6	2.86	2.01	10.68	6.31	4.58	13.42	5.75	12.21	9.9	17.48	10.66	9.35	6.16	9.16	41.77	44.86	5.61	5.55	1.82	36.77	15.9	12.6	47.03	40.87	32.78	30.38	58.82	22.36
180563		212110284	2018	2	Blood	11.7	18.0	0.0	16.5	13.7	22.9	11.3	12.1	21.4	8.9	11.7	14.1	71.85	75.69	61.53	54.92	71.14	68.01	64.83	53.89	48.76	51.31	50.9	2.46	6.88	10.93	13.34	4.94	3.05	0	12.63	5.32	5.15	11.02	5.04	11.46	9.45	16.47	8.12	11.05	5.06	6.51	50.28	49.13	2.09	0	1.42	36.62	15.88	5.72	43.27	27.13	16.37	66.79	66.12	29.46
180564		272107219	2018	1	Dull_Predator	21.9	32.3	8.1	29.9	28.2	40.9	23.1	25.5	40.1	23.3	20.1	28.7	58.76	77.13	51.64	59.21	76.52	54.46	66.17	52.65	46.36	43.77	42.9	2.69	6.98	14.2	14.9	5.78	3.91	2.41	12.34	6.92	5.66	14.09	5.25	13.06	10.93	17.94	10.21	12.02	5.67	8.8	25.66	26.83	19.67	1.28	1.13	38.68	19.59	14.47	51.82	43.56	34.67	60.19	63.92	24.44
180565		272107764	2018	1	Control_Stress	25.7	35.7	1.2	33.7	29.6	43.4	27.5	29.1	45.5	30.6	30.4	41.8	71.75	83.54	62.86	65.93	81.04	71.34	71.17	63.34	50.45	55.16	51.35	2.11	7.2	9.45	15.76	5.41	3.99	2.32	13.45	6.18	5.91	12.28	4.44	10.59	10.33	16.11	9.68	11.31	5.94	6.35	44.16	45.89	1.77	6.3	1.7	35.98	19.29	15.19	49.7	46.19	35.5	31.16	67.94	31.62
180566		272107298	2018	1	Dull_Stress	18.0	24.5	8.3	21.9	20.2	30.1	15.5	17.3	29.7	14.7	15.6	21.1	73.49	85.54	69.64	74.25	84.26	79.43	79.08	69.29	67.3	64.73	56.86	2.29	6.51	12.16	10.66	4.96	3.08	1.98	8.51	3.92	2.76	9.38	4.9	9.35	9.27	14.95	6.95	8.9	5.57	6.41	43.31	45.63	8.47	3.62	0.9	15.99	7.77	6	39.19	32.45	24.25	56.97	61.13	25.11
180567		272107599	2018	1	Control_Control	19.8	34.0	6.3	27.8	23.0	41.2	21.7	26.0	41.2	25.4	25.3	38.9	61.33	82.1	54.57	55.27	79.12	60.79	66.17	58.94	47.09	51.08	45.68	4.29	2.46	19.35	24.48	10.04	8.53	3.73	21.99	11.38	12.18	24.41	11.5	22.36	18.56	30.11	17.32	21.44	9.66	15.05	25.4	42.99	11.14	7.77	1.47	38.82	16.07	12.14	47.54	42.81	33.29	57.96	63.73	24.77
180568		272107808	2018	1	Dull_Stress	17.4	24.1	4.7	28.7	24.7	38.9	16.6	18.4	35.6	18.1	15.8	24.9	71.53	86.2	66.35	69.06	82.59	79	78.62	69.38	63.26	60.65	53.92	15.4	25.7	44.69	46.14	24.82	19.24	14.21	40.55	28.7	22.84	43.83	23.16	37.03	31.69	35.79	24.01	29.61	18.51	29.65	49.18	52.68	7.6	9.07	2.83	50.42	27.13	21.73	64.8	54.07	44.13	37.37	75.51	33.7
180570		262125490	2018	1	Control_Stress	18.2	28.1	0.0	26.9	29.0	35.4	19.7	21.9	30.7	17.1	20.2	23.7	60.16	75.34	54.45	50.85	66.91	48.25	54.48	40.07	36.76	37.73	29.57	0	7.59	17.22	17.76	8.32	6.43	0	16.82	5.88	5.07	13.9	7.81	19.92	11.8	20.1	7.71	15.01	9.2	14.92	34.78	55.68	18.62	11.93	4.62	51.35	25.9	21.63	65.7	50.79	41.85	32.04	73.07	34.13
180571		272107809	2018	1	Control_Predator	10.4	19.9	6.5	16.6	15.5	24.1	11.6	11.2	22.2	8.7	13.3	15.5	65.17	82.77	61.4	63.86	77.93	59.46	66.07	58.56	52.08	48.98	45.21	0	4.3	7.88	8.58	3.46	0	0	8.13	0	3.39	8.53	5.84	10.6	5.43	10.98	4.82	7.59	3.28	4.9	34.31	38.75	1.59	4.31	0	26.54	12.55	9.83	40.79	35.32	27.92	64.12	60.52	21.9
180572		272107161	2018	1	Dull_Control	12.5	18.7	0.0	22.4	16.6	27.9	14.9	16.9	28.9	12.7	12.7	19.0	58.03	77.67	55.46	59.42	78.77	62.34	72.88	61.54	55.84	60.98	53.53	0	5.02	11.67	13.29	4.06	0	0	11.76	6.33	6.21	10.46	0	11.81	7.83	15.59	8.24	8.92	4.08	0	47.94	47.64	1.58	4.54	1.89	38.87	17.67	11.92	52.1	41.61	34.89	60.52	61.09	22.08
